study_id,observation_id,observer.initials,first_author,doi,title,year,journal,exp_year,country,exp_lat,exp_long,site,basin,collection_lat,collection_long,collection_mon,collection_year,organism,no_spp,life_stage,source,species_name,exp_iv,trt_no,trt_name,row_no_per_study,other_variables_measured,list_all_variables_measured,flow_rate,multiple_stressor,multiple_stressor_combo,trt_replicate,org_no,host_genotyped,no_genotypes,col_rep,time_zero,feeding,heal_time,acclimation,acclimation_time,stressor_duration,stressor_duration_days,observation_delay,heat.control,temp_exposure,temp_variability,temp_data_availability,temp_filename,collection_temp,control_temp,observation_heating_type,observation_temp,thermal_history,lab_stress,dhd_report,heating_rate_record,heating_duration_record,max_heating_duration_record,heating_exposure_type,light_type,tank,light_intensity,par,max_light_intensity,light_cycle,response_variable,sym,sym_method,hemo,sym_method_citation,totalchl,chla,chlc,chl_method,chl_method_citation,totalchlpcell,chlapcell,chlpcell_method_report,sa_method,sa_citation,fvfm,fvfm_name,dark_adapt,fvfm_time,dark_adapt_time,ros,ros_type,ros_method,ros_citation,raw_data,email,note,genus,filename,max.temp.C,duration.days,dhd.C.days,range.C,rate.C.day.1
S0018,OBO3504,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month2,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3504_temp.csv,NR,27.14,DURING,28.4555,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.64,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3505,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month3,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3505_temp.csv,NR,28.62,DURING,28.679,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.66,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3506,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month4,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3506_temp.csv,NR,29.18,DURING,29.8915,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.66,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3507,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month5,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3507_temp.csv,NR,29.86,DURING,29.8155,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.67,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3508,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3508_temp.csv,NR,30.21,DURING,30.5965,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.65,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3509,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6.25,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3509_temp.csv,NR,30.72,DURING,30.6225,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.66,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3510,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6.5,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3510_temp.csv,NR,30.72,DURING,30.977,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.65,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3511,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6.75,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3511_temp.csv,NR,30.72,DURING,30.445,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.66,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3512,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month7,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3512_temp.csv,NR,30.72,DURING,30.5975,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.67,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3513,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month7.5,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3513_temp.csv,NR,30.71,DURING,30.9765,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.67,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3514,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month8,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3514_temp.csv,NR,30.71,DURING,30.749,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.67,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3515,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month 8.5,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3515_temp.csv,NR,30.69,DURING,30.7745,COMMON,NO,C,C,C,C,"",ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.67,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,,,,,,
S0018,OBO3516,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay1,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,288,12,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3516_temp.csv,NR,30.41,DURING,31.51,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.63,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3516,32.62,289.39,1023.597014,8.98,0.038923019
S0018,OBO3517,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay2,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,312,13,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3517_temp.csv,NR,29.81,DURING,31.54,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.62,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3517,32.62,290.39,1026.23465,8.98,0.038923019
S0018,OBO3518,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay3,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,336,14,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3518_temp.csv,NR,29.81,DURING,32.39,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.63,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3518,32.72,291.39,1028.909709,9.08,0.038998434
S0018,OBO3519,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay4,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,360,15,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3519_temp.csv,NR,29.81,DURING,32.05,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.62,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3519,32.72,292.39,1031.576388,9.08,0.038998434
S0018,OBO3520,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay5,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,384,16,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3520_temp.csv,NR,29.81,DURING,31.56,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.61,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3520,32.72,293.39,1034.280889,9.08,0.038998434
S0018,OBO3521,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay6,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,408,17,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3521_temp.csv,NR,29.81,DURING,32.26,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.61,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3521,32.96,294.39,1037.182445,9.32,0.039463075
S0018,OBO3522,AU,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay7,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,432,18,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3522_temp.csv,NR,29.81,DURING,32.15,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,"","","",,,,"","",,,"","","",0.59,maximum quantum yield,YES,nighttime,60,"","","","",YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop,S0018_OBO3522,32.98,295.39,1040.225566,9.34,0.039369484
