observer initials,study_id,observation_id,first_author,doi,title,year,journal,exp_year,country,exp_lat,exp_long,site,basin,collection_lat,collection_long,collection_mon,collection_year,organism,no_spp,life_stage,source,species_name,exp_iv,trt_no,trt_name,row_no_per_study,other_variables_measured,list_all_variables_measured,flow_rate,multiple_stressor,multiple_stressor_combo,trt_replicate,org_no,host_genotyped,no_genotypes,col_rep,time_zero,feeding,heal_time,acclimation,acclimation_time,stressor_duration,stressor_duration_days,observation_delay,heat-control,temp_exposure,temp_variability,temp_data_availability,temp_filename,collection_temp,control_temp,observation_heating_type,observation_temp,thermal_history,lab_stress,dhd_report,heating_rate_record,heating_duration_record,max_heating_duration_record,heating_exposure_type,light_type,tank,light_intensity,par,max_light_intensity,light_cycle,response_variable,sym,sym_method,hemo,sym_method_citation,totalchl,chla,chlc,chl_method,chl_method_citation,totalchlpcell,chlapcell,chlpcell_method_report,sa_method,sa_citation,fvfm,fvfm_name,dark_adapt,fvfm_time,dark_adapt_time,ros,ros_type,ros_method,ros_citation,raw_data,email,note
JM,S0038,OBO_3838,Hartman,https://dx.doi.org/10.3390%2Fmicroorganisms8010020,The Effect of Thermal Stress on the Bacterial Microbiome of Exaiptasia diaphana,2020,Microorganisms,NR,Australia,-37.7983,144.961,NA,NA,NA,NA,NA,NA,anemone,1,adult,L,Exaiptasia diaphana,"T, M",2 Temp treatments x 8 time points,HeatTreatment_Day06,16,NO,"L, Sa",NR,NO,NA,72,72,NA,NA,NR,YES,NO,NA,YES,10,144,6,0,HEAT,INCREASED,NO,NO,S0038_OBO_3838.csv,NA,26,DURING,29,COMMON,YES,C,R,R,C,GRADUAL,ARTIFICIAL,NR,NR,NR,33.8,12,SF,2916986,Automated cell counter,NA,This paper,,,,NA,NA,,,NA,NR,NA,0.441,maximum quantum yield,YES,NIGHTTIME,10,,NA,NA,NA,YES,leonmhartman@gmail.com <leonmhartman@gmail.com>;,corals were collected from tank at University of Melbourne
JM,S0038,OBO_3839,Hartman,https://dx.doi.org/10.3390%2Fmicroorganisms8010020,The Effect of Thermal Stress on the Bacterial Microbiome of Exaiptasia diaphana,2020,Microorganisms,NR,Australia,-37.7983,144.961,NA,NA,NA,NA,NA,NA,anemone,1,adult,L,Exaiptasia diaphana,"T, M",2 Temp treatments x 8 time points,HeatTreatment_Day08,16,NO,"L, Sa",NR,NO,NA,72,72,NA,NA,NR,YES,NO,NA,YES,10,192,8,0,HEAT,INCREASED,NO,NO,S0038_OBO_3839.csv,NA,26,DURING,30,COMMON,YES,C,R,R,C,GRADUAL,ARTIFICIAL,NR,NR,NR,33.8,12,SF,2177459,Automated cell counter,NA,This paper,,,,NA,NA,,,NA,NR,NA,0.427,maximum quantum yield,YES,NIGHTTIME,10,,NA,NA,NA,YES,leonmhartman@gmail.com <leonmhartman@gmail.com>;,corals were collected from tank at University of Melbourne
JM,S0038,OBO_3840,Hartman,https://dx.doi.org/10.3390%2Fmicroorganisms8010020,The Effect of Thermal Stress on the Bacterial Microbiome of Exaiptasia diaphana,2020,Microorganisms,NR,Australia,-37.7983,144.961,NA,NA,NA,NA,NA,NA,anemone,1,adult,L,Exaiptasia diaphana,"T, M",2 Temp treatments x 8 time points,HeatTreatment_Day10,16,NO,"L, Sa",NR,NO,NA,72,72,NA,NA,NR,YES,NO,NA,YES,10,240,10,0,HEAT,INCREASED,NO,NO,S0038_OBO_3840.csv,NA,26,DURING,31,COMMON,YES,C,R,R,C,GRADUAL,ARTIFICIAL,NR,NR,NR,33.8,12,SF,1880559,Automated cell counter,NA,This paper,,,,NA,NA,,,NA,NR,NA,0.413,maximum quantum yield,YES,NIGHTTIME,10,,NA,NA,NA,YES,leonmhartman@gmail.com <leonmhartman@gmail.com>;,corals were collected from tank at University of Melbourne
JM,S0038,OBO_3841,Hartman,https://dx.doi.org/10.3390%2Fmicroorganisms8010020,The Effect of Thermal Stress on the Bacterial Microbiome of Exaiptasia diaphana,2020,Microorganisms,NR,Australia,-37.7983,144.961,NA,NA,NA,NA,NA,NA,anemone,1,adult,L,Exaiptasia diaphana,"T, M",2 Temp treatments x 8 time points,HeatTreatment_Day12,16,NO,"L, Sa",NR,NO,NA,72,72,NA,NA,NR,YES,NO,NA,YES,10,288,12,0,HEAT,INCREASED,NO,NO,S0038_OBO_3841.csv,NA,26,DURING,32,COMMON,YES,C,R,R,C,GRADUAL,ARTIFICIAL,NR,NR,NR,33.8,12,SF,1530868,Automated cell counter,NA,This paper,,,,NA,NA,,,NA,NR,NA,0.336,maximum quantum yield,YES,NIGHTTIME,10,,NA,NA,NA,YES,leonmhartman@gmail.com <leonmhartman@gmail.com>;,corals were collected from tank at University of Melbourne
JM,S0038,OBO_3842,Hartman,https://dx.doi.org/10.3390%2Fmicroorganisms8010020,The Effect of Thermal Stress on the Bacterial Microbiome of Exaiptasia diaphana,2020,Microorganisms,NR,Australia,-37.7983,144.961,NA,NA,NA,NA,NA,NA,anemone,1,adult,L,Exaiptasia diaphana,"T, M",2 Temp treatments x 8 time points,HeatTreatment_Day14,16,NO,"L, Sa",NR,NO,NA,72,72,NA,NA,NR,YES,NO,NA,YES,10,336,14,0,HEAT,INCREASED,NO,NO,S0038_OBO_3842.csv,NA,26,DURING,33,COMMON,YES,C,R,R,C,GRADUAL,ARTIFICIAL,NR,NR,NR,33.8,12,SF,1345209,Automated cell counter,NA,This paper,,,,NA,NA,,,NA,NR,NA,0.198,maximum quantum yield,YES,NIGHTTIME,10,,NA,NA,NA,YES,leonmhartman@gmail.com <leonmhartman@gmail.com>;,corals were collected from tank at University of Melbourne
AU,S0039,OBO_4908,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,H2-SSB01_36_25,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,,,0,CONTROL,CONSTANT,NO,NO,S0039_OBO4908_temp.csv,NR,25,DURING,25,COMMON,NO,C,C,C,C,NA,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.36,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4909,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,H2-SSB01_39_25,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,CONTROL,CONSTANT,NO,NO,S0039_OBO4909_temp.csv,NR,25,DURING,25,COMMON,NO,C,C,C,C,NA,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.35,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4910,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,H2-SSB01_42_25,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,CONTROL,CONSTANT,NO,NO,S0039_OBO4910_temp.csv,NR,25,DURING,25,COMMON,NO,C,C,C,C,NA,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.56,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4911,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,H2-SSB01_36_34,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,HEAT,INCREASED,NO,NO,S0039_OBO4911_temp.csv,NR,25,DURING,34,COMMON,YES,C,C,C,C,ACUTE,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.68,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4912,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,H2-SSB01_39_34,12,YES,L,NR,YES,"T, Sa",1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,HEAT,INCREASED,NO,NO,S0039_OBO4912_temp.csv,NR,25,DURING,34,COMMON,YES,C,C,C,C,ACUTE,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.44,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4913,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,H2-SSB01_42_34,12,YES,L,NR,YES,"T, Sa",1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,HEAT,INCREASED,NO,NO,S0039_OBO4913_temp.csv,NR,25,DURING,34,COMMON,YES,C,C,C,C,ACUTE,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.38,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4914,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,CC7-SSA01_36_25,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,,,0,CONTROL,CONSTANT,NO,NO,S0039_OBO4914_temp.csv,NR,25,DURING,25,COMMON,NO,C,C,C,C,NA,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.12,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4915,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,CC7-SSA01_39_25,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,CONTROL,CONSTANT,NO,NO,S0039_OBO4915_temp.csv,NR,25,DURING,25,COMMON,NO,C,C,C,C,NA,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.12,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4916,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,CC7-SSA01_42_25,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,CONTROL,CONSTANT,NO,NO,S0039_OBO4916_temp.csv,NR,25,DURING,25,COMMON,NO,C,C,C,C,NA,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.13,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4917,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,CC7-SSA01_36_34,12,YES,L,NR,NO,NA,1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,HEAT,INCREASED,NO,NO,S0039_OBO4917_temp.csv,NR,25,DURING,34,COMMON,YES,C,C,C,C,ACUTE,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.17,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
AU,S0039,OBO_4918,Gegner,doi:10.1242/bio.045591,High levels of floridoside at high salinity link osmoadaptation with bleaching susceptibility in the cnidarian-algal endosymbiosis,2019,Biology Open,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,anemone,1,adult,L,Aiptasia,"Host-Symbiont Pairng, T, Sa",2 pairings x 3 salinites x 2 temp = 12,CC7-SSA01_39_34,12,YES,L,NR,YES,"T, Sa",1,21,NA,2,NO,NO,YES,NA,YES,10,288,12,0,HEAT,INCREASED,NO,NO,S0039_OBO4918_temp.csv,NR,25,DURING,34,COMMON,YES,C,C,C,C,ACUTE,ARTIFICIAL,INDOOR,30-40,NR,NR,12,SR,,BD LSR Fortessa cell analyzer,3,NR,,,,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,0.18,CellROX fluorescence per algal endosymbiont,CellROX Orange Reagent,Cziesielski et al. (2018),YES,christian.voolstra@uni-konstanz.de,"The same experiment as S0065, but this study also reports ROS data. Feeding was ceased with the beginning of the acclimation."
