observer.initials,study_id,observation_id,first_author,doi,title,year,journal,exp_year,country,exp_lat,exp_long,site,basin,collection_lat,collection_long,collection_mon,collection_year,organism,no_spp,life_stage,source,species_name,exp_iv,trt_no,trt_name,row_no_per_study,other_variables_measured,list_all_variables_measured,flow_rate,multiple_stressor,multiple_stressor_combo,trt_replicate,org_no,host_genotyped,no_genotypes,col_rep,time_zero,feeding,heal_time,acclimation,acclimation_time,stressor_duration,stressor_duration_days,observation_delay,heat.control,temp_exposure,temp_variability,temp_data_availability,temp_filename,collection_temp,control_temp,observation_heating_type,observation_temp,thermal_history,lab_stress,dhd_report,heating_rate_record,heating_duration_record,max_heating_duration_record,heating_exposure_type,light_type,tank,light_intensity,par,max_light_intensity,light_cycle,response_variable,sym,sym_method,hemo,sym_method_citation,totalchl,chla,chlc,chl_method,chl_method_citation,totalchlpcell,chlapcell,chlpcell_method_report,sa_method,sa_citation,fvfm,fvfm_name,dark_adapt,fvfm_time,dark_adapt_time,ros,ros_type,ros_method,ros_citation,raw_data,email,note,genus
AU,S0018,OBO3509,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6.25,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3509_temp.csv,NR,30.72,DURING,30.6225,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.66,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3510,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6.5,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3510_temp.csv,NR,30.72,DURING,30.977,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.65,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3511,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month6.75,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3511_temp.csv,NR,30.72,DURING,30.445,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.66,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3512,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month7,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3512_temp.csv,NR,30.72,DURING,30.5975,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.67,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3513,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month7.5,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3513_temp.csv,NR,30.71,DURING,30.9765,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.67,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3514,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month8,312,NO,T,~0.5,NO,,2,11,YES,11,YES,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3514_temp.csv,NR,30.71,DURING,30.749,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.67,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3515,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_Month 8.5,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,0,0,0,CONTROL,VARIABLE,NO,YES,S0018_OBO3515_temp.csv,NR,30.69,DURING,30.7745,COMMON,NO,C,C,C,C,,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.67,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3516,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay1,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,288,12,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3516_temp.csv,NR,30.41,DURING,31.51,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.63,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3517,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay2,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,312,13,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3517_temp.csv,NR,29.81,DURING,31.54,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.62,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3518,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay3,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,336,14,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3518_temp.csv,NR,29.81,DURING,32.39,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.63,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3519,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay4,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,360,15,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3519_temp.csv,NR,29.81,DURING,32.05,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.62,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3520,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay5,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,384,16,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3520_temp.csv,NR,29.81,DURING,31.56,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.61,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3521,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay6,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,408,17,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3521_temp.csv,NR,29.81,DURING,32.26,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.61,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3522,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay7,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,432,18,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3522_temp.csv,NR,29.81,DURING,32.15,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.59,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3523,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay8,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,456,19,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3523_temp.csv,NR,29.81,DURING,32.96,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.57,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3524,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay9,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,480,20,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3524_temp.csv,NR,29.81,DURING,32.21,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.57,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3525,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay10,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,504,21,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3525_temp.csv,NR,29.81,DURING,32.8,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.53,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
AU,S0018,OBO3526,Schoepf,doi.org/10.1038/s41467-019-12065-0,Stress-resistant corals may not acclimatize to ocean warming but maintain heat tolerance under cooler temperature,2019,Nature Communications,2016,Australia,-31.9787,115.8198,"Shell Island (Shenton Bluff), Cygnet Bay, NW Australia",Indian,-16.28458,123.2413,April,2016,coral,1,adult,L,Acropora aspera,"T, M",(12 temperature treatments x 27 timepoints) - 3 timepoints were not measured in 4 temp treatments = 324 - 12 = 312; See Notes,CC_Heat_TestDay11,312,NO,T,~0.5,NO,,1,6,YES,11,NO,YES,YES,14,YES,90,528,22,0,HEAT,INCREASED VARIABLE,YES,YES,S0018_OBO3526_temp.csv,NR,29.81,DURING,31.97,COMMON,YES,C,C,C,C,GRADUAL,ARTIFICIAL,INDOOR,NR,NR,560,12,F,,,,,,,,,,"",,,,,0.52,Maximum quantum yield of photosystem II,YES,Nighttime,60,"",,,,YES,verena.schoepf@uwa.edu.au ,"Heat ramp up starts May 5 for CC_Heat and CV_Heat, TestDay 1 is May 17; 12 timpoints (9:20am to 10:15 am on May 11 has no temp data). Fv/Fm was not measured at month 6.25, month 6.5 and month 6.75 for LC_Amb, LC_heat, LV_Amb, and LC_Heat; corals were collected in April 2016 and fragmented in July 2016, acclimation time ~3 months (~ 90 days); Fv/Fm measured time 18:00 - 21:00. I grabbed temperature until 21:00 of the last day of the month or the week for each time series. Control temp for each treatment is the average temperature of the CC_Amb for the same timepoint given in Supplementary Table 2",Acrop
